Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17728,The House of Mirth,Edith Wharton,"Wharton, Edith",Nina Bawden,"=""1844082938""","=""9781844082933""",0,3.97,Virago UK,Paperback,351,2006,1905,,2022/08/22,to-read,to-read (#390),to-read,,,,0,0
5517,A Raisin in the Sun,Lorraine Hansberry,"Hansberry, Lorraine",,"=""0375508333""","=""9780375508332""",0,3.85,Random House,Hardcover,162,2002,1959,,2022/08/22,to-read,to-read (#389),to-read,,,,0,0
3690,The Power and the Glory,Graham Greene,"Greene, Graham",John Updike,"=""0142437301""","=""9780142437308""",0,3.98,Penguin Books,Paperback,222,2003,1940,,2022/08/22,to-read,to-read (#388),to-read,,,,0,0
52350,The Stepford Wives,Ira Levin,"Levin, Ira",Peter Straub,"=""0060080841""","=""9780060080846""",0,3.88,Perennial,Paperback,144,2002,1972,,2022/08/22,to-read,to-read (#387),to-read,,,,0,0
228296,"Rosemary’s Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",,"=""0451194004""","=""9780451194008""",0,4.05,Signet,Hardcover,308,1997,1967,,2022/08/22,to-read,to-read (#386),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2022/08/22,to-read,to-read (#385),to-read,,,,0,0
31548,Of Human Bondage,W. Somerset Maugham,"Maugham, W. Somerset","Maeve Binchy, Benjamin DeMott","=""0451530179""","=""9780451530172""",0,4.15,Signet,Mass Market Paperback,684,2007,1915,,2022/08/22,to-read,to-read (#384),to-read,,,,0,0
99664,The Painted Veil,W. Somerset Maugham,"Maugham, W. Somerset",,"=""0307277771""","=""9780307277770""",0,3.97,Vintage,Paperback,246,2006,1925,,2022/08/22,to-read,to-read (#383),to-read,,,,0,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,3.90,Harper Voyager,Mass Market Paperback,293,1998,1962,,2022/08/22,to-read,to-read (#382),to-read,,,,0,0
38374795,Howards End,E.M. Forster,"Forster, E.M.",,"=""1984295292""","=""9781984295293""",0,3.96,Createspace Independent Publishing Platform,Paperback,318,2018,1910,,2022/08/22,to-read,to-read (#381),to-read,,,,0,0
17143,Go Tell It on the Mountain,James Baldwin,"Baldwin, James",,"=""0141185910""","=""9780141185910""",0,4.05,Penguin,Paperback,256,2001,1953,,2022/08/22,to-read,to-read (#380),to-read,,,,0,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.15,Vintage,Paperback,338,2004,1977,,2022/08/22,to-read,to-read (#379),to-read,,,,0,0
15622,Native Son,Richard Wright,"Wright, Richard",,"=""""","=""""",0,4.04,Harper Perennial Modern Classics,Paperback,504,2005,1940,,2022/08/22,to-read,to-read (#378),to-read,,,,0,0
56034,The French Lieutenant’s Woman,John Fowles,"Fowles, John",,"=""0099478331""","=""9780099478331""",0,3.88,Vintage,Paperback,470,2009,1969,,2022/08/22,to-read,to-read (#377),to-read,,,,0,0
4631,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest",James Naughton,"=""""","=""""",0,4.02,Vintage,Paperback,192,2012,1964,,2022/08/22,to-read,to-read (#376),to-read,,,,0,0
18869970,My Cousin Rachel,Daphne du Maurier,"Maurier, Daphne du",,"=""0316252964""","=""9780316252966""",0,4.00,"Little, Brown and Company",Kindle Edition,349,2013,1951,,2022/08/22,to-read,to-read (#375),to-read,,,,0,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2022/08/22,,,read,,,,1,0
48328,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""""","=""""",0,3.93,Methuen,Paperback,355,2001,1961,,2022/08/22,to-read,to-read (#374),to-read,,,,0,0
37380,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0618084746""","=""9780618084746""",0,3.99,Mariner Books,Paperback,359,1961,1940,,2022/08/22,to-read,to-read (#373),to-read,,,,0,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,4.09,Ballantine Books,ebook,258,2008,1968,,2022/08/22,to-read,to-read (#372),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Plume,Paperback,216,2005,1970,,2022/08/22,to-read,to-read (#371),to-read,,,,0,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",0,3.77,Scribner,Paperback,430,1995,1934,,2022/08/22,to-read,to-read (#370),to-read,,,,0,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",0,3.98,Dramatist's Play Service,Paperback,107,1998,1947,,2022/08/22,to-read,to-read (#369),to-read,,,,0,0
406235,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Laurel,Paperback,178,1988,1956,,2022/08/22,to-read,to-read (#368),to-read,,,,0,0
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher W.E. Bigsby,"=""0142437336""","=""9780142437339""",0,3.61,Penguin Books,Paperback,143,2003,1953,,2022/08/22,to-read,to-read (#367),to-read,,,,0,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982121602""","=""9781982121600""",0,4.17,Simon & Schuster Canada,Paperback,336,2020,2019,,2022/08/11,to-read,to-read (#366),to-read,,,,0,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""1250178606""","=""9781250178602""",3,4.30,St. Martin's Press,Hardcover,464,2021,2021,,2022/01/02,,,read,,,,2,0
113946,How the Grinch Stole Christmas!,Dr. Seuss,"Seuss, Dr.",,"=""0007173040""","=""9780007173044""",5,4.38,Harper Collins Children's Books,Hardcover,64,2004,1957,,2022/08/10,,,read,,,,1,0
310259,Love You Forever,Robert Munsch,"Munsch, Robert",Sheila McGraw,"=""0920668372""","=""9780920668375""",5,4.38,Firefly Books,Paperback,32,1995,1986,,2022/06/10,,,read,,,,1,0
285500,The Declaration of Independence / The Constitution of the United States,Founding Fathers,"Fathers, Founding",,"=""0553214829""","=""9780553214826""",5,4.44,Bantam Classics,Mass Market Paperback,112,1998,1776,,2022/08/10,,,read,,,,1,0
32929,Goodnight Moon,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,"=""0060775858""","=""9780060775858""",5,4.32,HarperCollins,Hardcover,32,2007,1947,,2022/06/10,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",2,3.67,"Little, Brown and Company",Paperback,498,2006,2005,,2021/12/26,,,read,,,,1,0
1923820,The Holy Bible: King James Version,Anonymous,"Anonymous, Anonymous",,"=""""","=""""",1,4.44,,Hardcover,1590,2008,1611,,2022/08/10,,,read,,,,1,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",0,4.31,Random House Books for Young Readers,Hardcover,64,1988,1960,,2022/08/10,,,read,,,,1,0
224387,A Vindication of the Rights of Woman,Mary Wollstonecraft,"Wollstonecraft, Mary","Miriam Brody, Bebi Fernández","=""0141441259""","=""9780141441252""",0,3.92,Penguin Classics,Paperback,269,2004,1792,,2022/08/10,to-read,to-read (#365),to-read,,,,0,0
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"Buck, Pearl S.","Stephanie Reents, Cynthia Brantley Johnson","=""1416500189""","=""9781416500186""",5,4.01,Howard Publishing Co,Mass Market Paperback,418,2005,1931,,2021/12/26,,,read,,,,1,0
37486222,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""0062797158""","=""9780062797155""",2,4.32,Harper Paperbacks,Paperback,262,2018,2018,2022/01/06,2022/01/02,,,read,,,,1,0
13648678,Billy Lynn's Long Halftime Walk,Ben Fountain,"Fountain, Ben",,"=""""","=""""",3,3.79,Ecco,ebook,320,2012,2012,2022/03/14,2022/03/08,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2022/08/10,to-read,to-read (#364),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.56,Penguin Classics ,Paperback,720,2003,1851,,2022/08/10,to-read,to-read (#363),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",0,3.92,Penguin Classics,Paperback,614,1999,-800,,2022/08/10,to-read,to-read (#362),to-read,,,,0,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,,2022/08/10,to-read,to-read (#360),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",0,4.05,Penguin Books,Paperback,474,2003,1815,,2022/08/10,to-read,to-read (#359),to-read,,,,0,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",3,3.80,Avon Books,Mass Market Paperback,384,2006,2000,,2022/04/17,,,read,,,,2,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",4,4.06,Knopf,Hardcover,259,2022,2022,2022/05/17,2022/04/15,,,read,,,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",0,4.10,Penguin Books,Paperback,452,2000,1998,,2022/08/10,to-read,to-read (#358),to-read,,,,0,0
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",0,4.08,Collins,Hardcover,277,2016,2016,,2022/08/10,to-read,to-read (#357),to-read,,,,0,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",0,4.29,Avery,Hardcover,287,2012,2012,,2022/08/10,to-read,to-read (#356),to-read,,,,0,0
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,4.32,Random House,Hardcover,301,2021,2021,,2022/08/10,to-read,to-read (#355),to-read,,,,0,0
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",5,3.95,W. W. Norton  Company,Paperback,271,2008,1955,,2022/08/10,,,read,,,,1,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.85,Gollancz,Hardcover,392,2011,2011,,2022/08/10,to-read,to-read (#354),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2022/08/10,to-read,to-read (#353),to-read,,,,0,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2022/08/10,to-read,to-read (#352),to-read,,,,0,0
58082714,The Nineties,Chuck Klosterman,"Klosterman, Chuck",,"=""0735217955""","=""9780735217959""",0,3.87,Penguin Press,Hardcover,370,2022,2022,,2022/08/07,to-read,to-read (#351),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,385,2022,2022,,2022/08/07,to-read,to-read (#350),to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",3,4.16,Bloomsbury USA Childrens,Hardcover,419,2015,2015,2022/08/06,2022/01/02,,,read,,,,1,0
34114362,What Happened,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,"=""""","=""""",4,3.92,Simon & Schuster,Kindle Edition,512,2017,2017,2022/07/27,2022/05/11,,,read,,,,1,0
2666,The Bonfire of the Vanities,Tom Wolfe,"Wolfe, Tom",,"=""""","=""""",0,3.92,Dial Press Trade Paperback,Paperback,690,2001,1987,,2022/07/24,to-read,to-read (#349),to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.24,Black Swan,Paperback,637,1990,1989,,2022/07/24,to-read,to-read (#348),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.11,Harper Perennial,Paperback,314,2009,1984,,2022/07/24,to-read,to-read (#347),to-read,,,,0,0
54633172,The Promise,Damon Galgut,"Galgut, Damon",,"=""1784744069""","=""9781784744069""",0,3.85,Chatto & Windus,Hardcover,293,2021,2021,,2022/07/24,to-read,to-read (#346),to-read,,,,0,0
42973319,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""1784742325""","=""9781784742324""",0,4.20,Chatto & Windus (Penguin UK),Hardcover,419,2019,2019,,2022/07/24,to-read,to-read (#345),to-read,,,,0,0
31929623,Lincoln in the Bardo,George Saunders,"Saunders, George",,"=""1408871742""","=""9781408871744""",0,3.75,Bloomsbury Publishing,Hardcover,343,2017,2017,,2022/07/24,to-read,to-read (#344),to-read,,,,0,0
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",0,3.74,Jonathan Cape,Hardcover,150,2011,2011,,2022/07/24,to-read,to-read (#343),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",5,4.14,Faber & Faber,Paperback,258,2005,1989,2022/07/24,2022/01/22,,,read,,,,1,0
36287632,The Fifties,David Halberstam,"Halberstam, David",,"=""""","=""""",4,4.28,Open Road Media,Kindle Edition,654,2012,1979,2022/07/19,2022/06/11,,,read,,,,1,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""0593356152""","=""9780593356159""",0,3.75,Ballantine Books,Hardcover,304,2022,2022,,2022/07/06,to-read,to-read (#342),to-read,,,,0,0
19095616,The Reckoning,David Halberstam,"Halberstam, David",,"=""1453288899""","=""9781453288894""",0,4.43,Open Road Media,Kindle Edition,763,2012,1905,,2022/06/11,to-read,to-read (#341),to-read,,,,0,0
39216230,The End of the Affair,Graham Greene,"Greene, Graham",Michael Gorra,"=""""","=""""",0,3.90,Open Road Media,Kindle Edition,224,2018,1951,,2022/06/16,to-read,to-read (#340),to-read,,,,0,0
36315211,Slouching Towards Bethlehem: Essays,Joan Didion,"Didion, Joan",,"=""""","=""""",0,4.19,Open Road Media,Kindle Edition,256,2017,1968,,2022/06/20,to-read,to-read (#339),to-read,,,,0,0
34217599,Future Home of the Living God,Louise Erdrich,"Erdrich, Louise",,"=""0062694057""","=""9780062694058""",3,3.60,Harper,Hardcover,269,2017,2017,2022/06/26,2022/06/26,,,read,,,,1,0
52476830,The Push,Ashley Audrain,"Audrain, Ashley",,"=""1984881663""","=""9781984881663""",0,4.04,Pamela Dorman Books,Hardcover,307,2021,2021,,2022/01/02,to-read,to-read (#153),to-read,,,,0,0
58405243,Mindhunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""""","=""""",4,4.09,Scribner,Kindle Edition,445,2021,1995,2022/06/18,2022/06/11,,,read,,,,1,0
55468554,The Chain,Adrian McKinty,"McKinty, Adrian",,"=""0316531243""","=""9780316531245""",2,3.79,Mulholland Books,Kindle Edition,369,2020,2019,2022/06/11,2022/01/01,,,read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.58,Penguin Books,Paperback,296,2003,1980,,2022/06/10,to-read,to-read (#338),to-read,,,,0,0
46799,Go Ask Alice,Beatrice Sparks,"Sparks, Beatrice","Carlo Corsi, Anonymous, Selçuk Budak","=""1416914633""","=""9781416914631""",0,3.74,Simon Pulse,Paperback,213,2006,1971,,2022/06/10,to-read,to-read (#337),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,,2022/06/10,to-read,to-read (#336),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2022/06/10,to-read,to-read (#335),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-700,,2022/06/10,to-read,to-read (#334),to-read,,,,0,0
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,4.30,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,,2022/06/10,to-read,to-read (#333),to-read,,,,0,0
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,"=""0375508414""","=""9780375508417""",0,4.28,Random House,Hardcover,416,2002,1987,,2022/06/10,,,read,,,,1,0
6952,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Carol Christensen, Thomas  Christensen","=""""","=""""",0,3.95,Black Swan,Paperback,222,1993,1989,,2022/06/10,,,read,,,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2022/06/10,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.43,Penguin Books,Paperback,601,2002,1952,,2022/06/10,to-read,to-read (#332),to-read,,,,0,0
341879,Just Kids,Patti Smith,"Smith, Patti",,"=""""","=""""",3,4.21,Ecco,Hardcover,304,2010,2010,2022/06/08,2021/12/26,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",4,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,2022/06/02,2021/12/31,,,read,,,,1,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",3,4.06,Thought Catalog Books,Kindle Edition,250,2020,2020,2022/05/14,2022/05/14,,,read,,,,1,0
135836,"Trainspotting (Mark Renton, #2)",Irvine Welsh,"Welsh, Irvine",,"=""0099465892""","=""9780099465898""",0,4.11,Vintage,Paperback,431,1994,1993,,2022/05/11,to-read,to-read (#331),to-read,,,,0,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин","=""0141439661""","=""9780141439662""",0,4.09,Penguin Books,Paperback,409,2003,1811,,2022/05/11,to-read,to-read (#330),to-read,,,,0,0
32049,Lady Chatterley’s Lover,D.H. Lawrence,"Lawrence, D.H.",,"=""039460430X""","=""9780394604305""",0,3.50,Modern Library,Hardcover,376,1983,1928,,2022/05/11,to-read,to-read (#329),to-read,,,,0,0
5797,Vanity Fair,William Makepeace Thackeray,"Thackeray, William Makepeace",John Carey,"=""0141439831""","=""9780141439839""",0,3.81,Penguin Books,Paperback,867,2003,1847,,2022/05/11,to-read,to-read (#328),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2022/05/11,to-read,to-read (#327),to-read,,,,0,0
41681,The Jungle,Upton Sinclair,"Sinclair, Upton","Earl Lee, Kathleen De Grave","=""1884365302""","=""9781884365300""",0,3.78,See Sharp Press,Paperback,335,2003,1906,,2022/05/11,to-read,to-read (#326),to-read,,,,0,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,469,1989,1934,,2022/05/11,to-read,to-read (#325),to-read,,,,0,0
3087,A Room with a View,E.M. Forster,"Forster, E.M.",,"=""1420925431""","=""9781420925432""",0,3.89,Digireads.Com,Paperback,119,2005,1908,,2022/05/11,to-read,to-read (#324),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2022/05/11,to-read,to-read (#323),to-read,,,,0,0
130440,Doctor Zhivago,Boris Pasternak,"Pasternak, Boris","John Bayley, Max Hayward, Manya Harari","=""0679774386""","=""9780679774389""",0,4.01,Pantheon,Paperback,592,1997,1957,,2022/05/11,to-read,to-read (#322),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,2022/05/11,to-read,to-read (#321),to-read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",0,4.26,Vertigo,Hardcover,296,2005,1990,,2022/05/11,to-read,to-read (#320),to-read,,,,0,0
10959,Sophie’s World,Jostein Gaarder,"Gaarder, Jostein",Paulette Møller,"=""1857993284""","=""9781857993288""",0,3.97,Phoenix,Paperback,403,1995,1991,,2022/05/11,to-read,to-read (#319),to-read,,,,0,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",0,3.85,Penguin Classics,Paperback,453,2003,1667,,2022/05/11,to-read,to-read (#318),to-read,,,,0,0
46787,Uncle Tom’s Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,"=""""","=""""",0,3.92,Wordsworth Classics,Paperback,438,1999,1852,,2022/05/11,to-read,to-read (#317),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,4.12,Vintage International,Paperback,467,2006,2002,,2022/05/11,to-read,to-read (#316),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2022/05/11,to-read,to-read (#315),to-read,,,,0,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.29,Dial Press Trade Paperback,Paperback,448,2005,1982,,2022/05/11,to-read,to-read (#314),to-read,,,,0,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.25,Arrow Books,Paperback,421,2002,1988,,2022/05/11,to-read,to-read (#313),to-read,,,,0,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,3.82,Arrow Books,Paperback,293,2004,1929,,2022/05/11,to-read,to-read (#312),to-read,,,,0,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,3.77,Vintage,Paperback,783,1990,1922,,2022/05/11,to-read,to-read (#311),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1877,,2022/05/11,to-read,to-read (#310),to-read,,,,0,0
32261,Tess of the D’Urbervilles,Thomas Hardy,"Hardy, Thomas","Margaret R. Higonnet, Tim Dolin","=""""","=""""",0,3.84,Penguin Classics,Paperback,518,2003,1891,,2022/05/11,to-read,to-read (#309),to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2022/05/11,to-read,to-read (#308),to-read,,,,0,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.10,Ballantine Books,Mass Market Paperback,296,1987,1928,,2022/05/11,to-read,to-read (#307),to-read,,,,0,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.61,Penguin Books,Paperback,307,1976,1957,,2022/05/11,to-read,to-read (#306),to-read,,,,0,0
33874545,Shattered: Inside Hillary Clinton's Doomed Campaign,Jonathan   Allen,"Allen, Jonathan",Amie Parnes,"=""0553447092""","=""9780553447095""",0,3.69,Crown,Kindle Edition,558,2017,2017,,2022/05/11,to-read,to-read (#305),to-read,,,,0,0
50253429,Rodham,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""0399590919""","=""9780399590917""",0,3.83,Random House,Hardcover,420,2020,2020,,2022/05/11,to-read,to-read (#304),to-read,,,,0,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",4,4.46,Clarion Books,Hardcover,454,2017,2017,2022/05/11,2022/03/10,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2022/04/24,to-read,to-read (#303),to-read,,,,0,0
45721673,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",0,4.37,Flatiron Books,Kindle Edition,389,2020,2020,,2022/04/21,to-read,to-read (#302),to-read,,,,0,0
280412,The Run of His Life: The People v. O.J. Simpson,Jeffrey Toobin,"Toobin, Jeffrey",,"=""0684842785""","=""9780684842783""",4,4.22,Touchstone Books,Paperback,496,1997,1996,2022/04/18,2022/04/17,,,read,,,,1,0
48890225,"Detransition, Baby",Torrey Peters,"Peters, Torrey",,"=""0593133374""","=""9780593133378""",0,3.93,One World,Hardcover,337,2021,2021,,2022/04/17,to-read,to-read (#301),to-read,,,,0,0
57933338,Violeta,Isabel Allende,"Allende, Isabel",Frances Riddle,"=""0593496205""","=""9780593496206""",0,4.03,Ballantine Books,Paperback,322,2022,2022,,2022/04/17,to-read,to-read (#300),to-read,,,,0,0
34020934,"Katharine Parr: The Sixth Wife (Six Tudor Queens, #6)",Alison Weir,"Weir, Alison",,"=""1101966653""","=""9781101966655""",0,4.22,Ballantine Books,Hardcover,560,2021,2021,,2022/04/17,to-read,to-read (#299),to-read,,,,0,0
54075385,The Soul of a Woman,Isabel Allende,"Allende, Isabel",,"=""0593355628""","=""9780593355626""",0,4.03,Ballantine Books,Hardcover,174,2021,2020,,2022/04/17,to-read,to-read (#298),to-read,,,,0,0
